Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Rolling_14,Std_14,Upper_band,Lower_band
2017-05-31,AXISBANK,EQ,514.4,514.0,516.0,509.5,514.05,514.05,513.03,7263061,3726174066.4,127912,4571507,62.94,-0.06804043545879379,Slight or No change,,,,
2017-06-01,AXISBANK,EQ,514.05,512.15,515.95,505.5,510.0,509.3,509.17,8105813,4127264524.85,50261,5638214,69.56,-0.9240346269817956,Slight negative,,,,
2017-06-02,AXISBANK,EQ,509.3,513.5,513.5,506.35,507.5,508.05,509.46,4474040,2279364538.5,69112,2589478,57.88,-0.24543491066169046,Slight or No change,505.15357142857147,6.2419937731254,517.6375589748222,492.6695838823207
2017-06-05,AXISBANK,EQ,508.05,507.35,516.75,507.0,513.8,513.65,513.15,3858825,1980139067.3,57915,1623770,42.08,1.1022537151855083,Positive,506.0214285714286,6.532808157108436,519.0870448856455,492.95581225721173
2017-06-06,AXISBANK,EQ,513.65,514.0,514.4,505.55,509.75,510.2,509.31,3866339,1969153338.35,42061,1846559,47.76,-0.6716635841526264,Slight negative,506.55,6.551453156478993,519.652906312958,493.447093687042
2017-06-07,AXISBANK,EQ,510.2,510.0,515.45,508.1,514.45,514.2,511.95,3389166,1735093532.1,63216,1606010,47.39,0.7840062720501972,Slight positive,508.13571428571424,5.332030518531362,518.799775322777,497.47165324865153
2017-06-08,AXISBANK,EQ,514.2,514.0,521.8,511.35,515.0,515.75,517.07,5980728,3092442242.75,91962,2729718,45.64,0.3014391287436746,Slight or No change,509.1392857142857,5.34973682211887,519.8387593585234,498.43981207004794
2017-06-09,AXISBANK,EQ,515.75,515.0,516.35,509.4,513.1,513.65,513.11,3242063,1663543219.0,49349,1170363,36.1,-0.40717401841978695,Slight or No change,509.94999999999993,5.087125529593964,520.1242510591878,499.775748940812
2017-06-12,AXISBANK,EQ,513.65,512.45,513.1,506.0,507.15,507.5,509.94,2360518,1203731095.4,43179,977595,41.41,-1.1973133456633869,Negative,510.44285714285706,4.399338112054632,519.2415333669663,501.6441809187478
2017-06-13,AXISBANK,EQ,507.5,509.0,512.3,505.5,507.0,506.45,508.42,2181945,1109348608.65,51764,950074,43.54,-0.206896551724145,Slight or No change,510.9535714285713,3.27851187429461,517.5105951771606,504.39654767998206
2017-06-14,AXISBANK,EQ,506.45,509.0,510.9,501.55,508.85,509.5,507.45,4648343,2358824391.2,66054,2697523,58.03,0.6022312172968779,Slight positive,511.0999999999999,3.153386458055341,517.4067729161106,504.79322708388924
2017-06-15,AXISBANK,EQ,509.5,508.85,509.3,504.0,507.4,507.6,506.77,3425367,1735867326.8,58545,2109450,61.58,-0.3729146221785995,Slight or No change,510.82499999999993,3.2856184290844044,517.3962368581688,504.25376314183114
2017-06-16,AXISBANK,EQ,507.6,507.65,514.3,507.5,509.15,510.45,510.27,4999502,2551090212.15,56697,2959675,59.2,0.5614657210401885,Slight positive,511.0535714285714,3.125174720390469,517.3039208693523,504.80322198779044
2017-06-19,AXISBANK,EQ,510.45,511.0,525.35,509.3,518.0,520.15,517.27,6844723,3540560814.15,70602,3499580,51.13,1.9002840630816031,Positive,511.46428571428567,3.884408111106134,519.233101936498,503.6954694920734
2017-06-20,AXISBANK,EQ,520.15,520.2,521.7,510.5,512.95,511.85,515.15,4388846,2260923459.8,55076,2203975,50.22,-1.595693549937505,Negative,511.3071428571428,3.815648807762129,518.938440472667,503.67584524161856
2017-06-21,AXISBANK,EQ,511.85,511.05,512.5,506.75,507.35,507.75,509.19,4346995,2213466122.65,73840,2500935,57.53,-0.8010159226335856,Slight negative,511.1964285714285,3.8999242737084074,518.9962771188453,503.39658002401166
2017-06-22,AXISBANK,EQ,507.75,508.9,514.45,506.65,508.0,508.0,510.48,3463745,1768166637.3,67487,1707367,49.29,0.0492368291482137,Slight or No change,511.19285714285706,3.903048963155846,518.9989550691688,503.3867592165454
2017-06-23,AXISBANK,EQ,508.0,509.6,510.45,503.65,505.0,504.65,506.14,3548884,1796247623.15,55281,1827409,51.49,-0.6594488188976455,Slight negative,510.5499999999999,4.197297665440022,518.9445953308799,502.15540466911983
2017-06-27,AXISBANK,EQ,504.65,506.0,506.7,484.45,494.0,492.85,491.01,9842829,4832887696.4,110049,6251831,63.52,-2.338254235608828,Negative,509.31071428571425,6.328755454621073,521.9682251949564,496.6532033764721
2017-06-28,AXISBANK,EQ,492.85,493.8,500.35,490.05,496.45,492.0,493.28,12691859,6260656806.25,76061,10038114,79.09,-0.1724662676270694,Slight or No change,507.72499999999997,7.652268391690246,523.0295367833804,492.42046321661945
2017-06-29,AXISBANK,EQ,492.0,498.0,514.4,497.7,510.7,512.1,510.39,11855524,6050881865.95,96263,4570578,38.55,4.085365853658551,Among top gainers,507.4642857142857,7.4163651829904245,522.2970160802665,492.63155534830486
2017-06-30,AXISBANK,EQ,512.1,510.6,520.0,508.1,519.0,517.35,513.68,7600005,3903959967.35,70339,3757896,49.45,1.0251903925014627,Positive,507.72857142857146,7.713716910246885,523.1560052490652,492.3011376080777
2017-07-03,AXISBANK,EQ,517.35,517.1,521.8,515.0,517.0,517.25,518.62,3701949,1919899522.3,50518,1560626,42.16,-0.019329274185764245,Slight or No change,508.42500000000007,8.120883572616979,524.6667671452341,492.1832328547661
2017-07-04,AXISBANK,EQ,517.25,516.8,517.55,506.55,507.7,508.4,510.84,4086213,2087411115.05,44090,2037542,49.86,-1.71097148380861,Negative,508.56428571428575,8.10110221777614,524.766490149838,492.36208127873346
2017-07-05,AXISBANK,EQ,508.4,507.75,515.4,507.75,514.55,513.9,512.56,3154406,1616829190.8,45895,1393508,44.18,1.0818253343823692,Positive,508.87857142857143,8.224604603208672,525.3277806349888,492.4293622221541
2017-07-06,AXISBANK,EQ,513.9,511.0,512.85,508.15,509.45,509.5,510.69,3514758,1794944435.25,29962,1894962,53.91,-0.8561977038334279,Slight negative,509.0142857142857,8.217556921509104,525.4493995573039,492.5791718712675
2017-07-07,AXISBANK,EQ,509.5,508.25,508.95,501.25,504.5,503.15,504.92,3509920,1772241129.1,69429,1645142,46.87,-1.2463199214916676,Negative,508.49285714285713,8.349985194433165,525.1928275317234,491.7928867539908
2017-07-10,AXISBANK,EQ,503.15,521.0,529.75,506.7,510.0,509.95,510.48,1245716,635914884.6,7548,768768,61.71,1.3514856404650777,Positive,507.7642857142857,7.672087986065738,523.1084616864172,492.4201097421542
2017-07-11,AXISBANK,EQ,509.95,512.0,512.4,505.8,507.8,506.8,508.44,3928279,1997289169.35,71571,2473178,62.96,-0.6177076183939589,Slight negative,507.4035714285714,7.583419775701827,522.5704109799751,492.23673187716776
2017-07-12,AXISBANK,EQ,506.8,508.9,509.9,504.2,507.3,506.75,506.27,5504892,2786956087.2,70653,4230384,76.85,-0.009865824782950838,Slight or No change,507.33214285714286,7.5846151756458555,522.5013732084345,492.1629125058511
2017-07-13,AXISBANK,EQ,506.75,508.0,516.85,508.0,511.75,511.9,512.99,22231839,11404643882.15,76818,19190329,86.32,1.0162802170695648,Positive,507.6107142857142,7.682026439669437,522.9747671650531,492.2466614063753
2017-07-14,AXISBANK,EQ,511.9,514.0,514.5,507.7,512.5,512.95,512.02,3160157,1618060558.65,38720,1508491,47.73,0.20511818714594726,Slight or No change,508.20357142857137,7.755877778168649,523.7153269849086,492.6918158722341
2017-07-17,AXISBANK,EQ,512.95,513.1,514.0,508.5,510.05,510.5,510.49,3169635,1618081278.1,36620,1956608,61.73,-0.4776293985768731,Slight or No change,509.46428571428567,6.380783306491131,522.225852327268,496.7027191013034
2017-07-18,AXISBANK,EQ,510.5,509.0,522.7,508.35,516.3,516.55,516.84,7864083,4064479833.55,99239,4398520,55.93,1.185112634671892,Positive,511.2178571428571,4.219396928420099,519.6566509996973,502.7790632860169
2017-07-19,AXISBANK,EQ,516.55,518.0,521.95,516.05,520.55,520.2,519.44,8119092,4217402863.55,49078,6045489,74.46,0.7066111702642708,Slight positive,511.79642857142846,4.856853376958723,521.5101353253459,502.082721817511
2017-07-20,AXISBANK,EQ,520.2,520.8,544.2,520.7,539.15,540.0,535.9,16391849,8784360297.85,180579,7134255,43.52,3.8062283737024134,Among top gainers,513.4142857142856,8.921073335117816,531.2564323845212,495.57213904404995
2017-07-21,AXISBANK,EQ,540.0,540.0,542.4,532.25,540.4,540.8,538.2,5567645,2996511405.6,69704,1782212,32.01,0.1481481481481417,Slight or No change,515.0964285714284,11.536771716921164,538.1699720052708,492.0228851375861
2017-07-24,AXISBANK,EQ,540.8,541.0,546.4,531.4,535.5,534.8,540.13,4779353,2581454594.6,63022,1861535,38.95,-1.1094674556213049,Negative,516.9821428571428,12.477265589599636,541.9366740363421,492.0276116779435
2017-07-25,AXISBANK,EQ,534.8,533.5,547.5,529.95,547.4,544.95,539.81,8181916,4416688653.1,103163,2796497,34.18,1.8979057591623103,Positive,519.1999999999999,14.485284309894045,548.170568619788,490.22943138021185
2017-07-26,AXISBANK,EQ,544.95,538.9,543.95,525.4,526.85,528.85,532.52,12085057,6435505417.1,145641,3897247,32.25,-2.9543994861913947,Negative,520.5821428571428,14.411515256142328,549.4051733694274,491.7591123448581
2017-07-27,AXISBANK,EQ,528.85,532.4,534.95,522.0,523.6,524.65,526.77,12290852,6474397877.9,137599,7522662,61.21,-0.7941760423560651,Slight negative,522.1178571428571,13.529577387550418,549.177011917958,495.05870236775627
2017-07-28,AXISBANK,EQ,524.65,523.8,529.65,512.0,515.0,515.1,518.0,8268116,4282884793.05,77752,4641265,56.13,-1.8202611264652504,Negative,522.4857142857143,13.240213055621236,548.9661403969567,496.0052881744718
2017-07-31,AXISBANK,EQ,515.1,517.4,521.2,509.4,520.5,519.8,517.58,7245884,3750328858.15,94700,4227353,58.34,0.9124441855950184,Slight positive,523.4142857142857,12.49012577031325,548.3945372549122,498.4340341736592
2017-08-01,AXISBANK,EQ,519.8,518.2,521.75,514.75,515.3,516.55,517.58,4562630,2361543420.4,66142,2865458,62.8,-0.6252404771065811,Slight negative,524.1142857142858,11.736210051529746,547.5867058173452,500.64186561122625
2017-08-02,AXISBANK,EQ,516.55,518.75,524.05,512.6,513.6,516.9,519.92,4079631,2121095779.95,64512,1660576,40.7,0.06775723550480617,Slight or No change,524.4714285714286,11.407398312662608,547.2862251967539,501.6566319461034
2017-08-03,AXISBANK,EQ,516.9,516.0,516.35,504.8,505.4,506.0,508.72,4140945,2106584695.8,80442,2119288,51.18,-2.108725091893981,Negative,523.975,12.078823650059324,548.1326473001187,499.8173526998814
2017-08-04,AXISBANK,EQ,506.0,506.0,510.8,504.6,507.8,508.1,507.61,4972811,2524244771.95,61421,3041480,61.16,0.4150197628458585,Slight or No change,523.8035714285714,12.299788370376362,548.4031481693241,499.20399468781875
2017-08-07,AXISBANK,EQ,508.1,509.0,511.8,504.1,505.55,505.8,507.22,5293884,2685185274.3,65862,3435261,64.89,-0.4526667978744348,Slight or No change,523.0357142857143,13.097158067708849,549.230030421132,496.84139815029664
2017-08-08,AXISBANK,EQ,505.8,507.7,510.95,496.05,499.0,499.45,502.23,8898560,4469119282.3,87901,5499128,61.8,-1.2554369315935232,Negative,521.5535714285714,14.537623129787693,550.6288176881468,492.47832516899604
2017-08-09,AXISBANK,EQ,499.45,494.45,498.65,485.45,487.8,486.95,491.03,7169705,3520543112.45,84055,3981613,55.53,-2.5027530283311616,Negative,517.7642857142857,16.180632161410117,550.125550037106,485.4030213914655
2017-08-10,AXISBANK,EQ,486.95,485.1,494.15,483.55,488.0,485.5,487.78,10095387,4924316832.45,75987,7105601,70.38,-0.2977718451586342,Slight or No change,513.8142857142858,16.860222059987546,547.5347298342609,480.09384159431073
2017-08-11,AXISBANK,EQ,485.5,482.9,493.35,480.0,488.1,489.7,485.92,9261420,4500292507.4,92632,6294568,67.97,0.8650875386199797,Slight positive,510.59285714285716,16.850666012206993,544.2941891672712,476.89152511844316
2017-08-14,AXISBANK,EQ,489.7,491.0,497.45,489.75,491.2,491.75,492.63,3983656,1962455202.0,67406,1988356,49.91,0.41862364713090017,Slight or No change,506.79285714285714,14.314501215723427,535.421859574304,478.1638547114103
2017-08-16,AXISBANK,EQ,491.75,492.95,501.55,488.0,501.45,499.5,491.95,5958229,2931153328.05,65228,3244434,54.45,1.5760040671072728,Positive,504.69642857142856,12.916603272915536,530.5296351172597,478.8632220255975
2017-08-17,AXISBANK,EQ,499.5,500.2,503.45,495.0,496.65,497.15,499.14,3948664,1970940670.1,57668,1356369,34.35,-0.4704704704704743,Slight or No change,502.73214285714283,11.680648150200955,526.0934391575447,479.3708465567409
2017-08-18,AXISBANK,EQ,497.15,495.3,495.95,489.85,490.5,490.4,492.39,4166976,2051766459.15,66544,2148636,51.56,-1.3577391129437788,Negative,500.9678571428571,11.533323077447916,524.034503297753,477.9012109879613
2017-08-21,AXISBANK,EQ,490.4,492.1,503.4,491.8,494.7,494.8,497.23,17884400,8892682221.8,75380,14344383,80.21,0.8972267536704771,Slight positive,499.1821428571428,10.258122619189672,519.6983880955222,478.6658976187635
2017-08-22,AXISBANK,EQ,494.8,496.0,507.0,496.0,499.7,499.2,501.2,6654272,3335126184.85,80954,2953179,44.38,0.8892481810832686,Slight positive,497.94285714285706,8.965035868967236,515.8729288807915,480.01278540492257
2017-08-23,AXISBANK,EQ,499.2,505.0,505.8,500.15,501.6,502.65,502.23,3288488,1651589785.8,56505,1699893,51.69,0.6911057692307709,Slight positive,496.9249999999999,7.301810892353559,511.528621784707,482.3213782152928
2017-08-24,AXISBANK,EQ,502.65,503.0,510.5,502.05,507.0,506.85,507.22,7157375,3630372929.55,95831,4139754,57.84,0.8355714712026341,Slight positive,496.9857142857142,7.386120782913114,511.75795585154043,482.213472719888
2017-08-28,AXISBANK,EQ,506.85,507.5,512.9,506.2,510.85,510.6,510.24,3724389,1900320046.05,70179,2410354,64.72,0.7398638650488287,Slight positive,497.16428571428565,7.699086573479668,512.562458861245,481.76611256732633
2017-08-29,AXISBANK,EQ,510.6,509.4,509.45,501.0,503.7,503.6,503.99,3266295,1646193085.1,37018,1472005,45.07,-1.370936153544844,Negative,497.0071428571428,7.5298599727214075,512.0668628025857,481.9474229117
2017-08-30,AXISBANK,EQ,503.6,506.2,509.5,502.3,503.3,503.9,506.18,3972126,2010602726.35,50685,2422014,60.98,0.05957108816521117,Slight or No change,497.32499999999993,7.732119572078793,512.7892391441575,481.86076085584233
2017-08-31,AXISBANK,EQ,503.9,504.0,505.4,498.55,500.0,500.35,501.18,4491876,2251247521.5,62782,2459274,54.75,-0.7045048620757943,Slight negative,498.28214285714284,7.157019339374228,512.5961815358913,483.9681041783944
2017-09-01,AXISBANK,EQ,500.35,502.0,509.8,498.5,508.45,507.55,505.36,4569367,2309194508.2,63973,2452377,53.67,1.4389927051064122,Positive,499.85714285714283,6.526156164674242,512.9094551864913,486.80483052779437
2017-09-04,AXISBANK,EQ,507.55,506.6,509.0,499.7,502.0,501.75,503.11,3744616,1883955027.2,48437,1910859,51.03,-1.1427445571864814,Negative,500.71785714285716,5.842306155003574,512.4024694528644,489.03324483285
2017-09-05,AXISBANK,EQ,501.75,502.25,506.65,501.5,501.6,503.4,504.2,3216819,1621904612.55,44046,1768635,54.98,0.3288490284006018,Slight or No change,501.55,5.268191924545637,512.0863838490912,491.0136161509087
2017-09-06,AXISBANK,EQ,503.4,502.0,502.0,491.5,492.75,492.85,495.32,4947660,2450683372.8,77066,2553793,51.62,-2.0957489074294733,Negative,501.075,5.745424601033024,512.565849202066,489.58415079793394
2017-09-07,AXISBANK,EQ,492.85,494.0,499.0,494.0,496.5,496.6,496.72,4564617,2267351324.35,61724,2579561,56.51,0.7608805924723461,Slight positive,501.03571428571433,5.7761255503692075,512.5879653864528,489.4834631849759
2017-09-08,AXISBANK,EQ,496.6,498.0,498.5,491.85,493.7,494.0,494.9,3662579,1812606053.3,69641,1991944,54.39,-0.5235602094240899,Slight negative,501.29285714285726,5.329051623768797,511.95096039039487,490.63475389531965
2017-09-11,AXISBANK,EQ,494.0,495.35,497.4,492.65,494.2,493.9,495.09,3590293,1777512510.65,83946,2306739,64.25,-0.020242914979762272,Slight or No change,501.22857142857146,5.418086317202874,512.0647440629772,490.39239879416573
2017-09-12,AXISBANK,EQ,493.9,494.9,502.2,493.25,496.1,496.5,497.43,3324949,1653936124.1,51456,1659667,49.92,0.526422352702971,Slight positive,501.03571428571433,5.5424733638523325,512.120661013419,489.95076755800966
2017-09-13,AXISBANK,EQ,496.5,496.1,505.6,495.05,499.0,499.3,499.31,4430874,2212371802.45,84969,2121591,47.88,0.5639476334340365,Slight positive,500.7964285714287,5.539732855462582,511.87589428235384,489.71696286050354
2017-09-14,AXISBANK,EQ,499.3,505.0,521.8,502.1,519.45,519.75,516.41,15168429,7833102848.7,169699,8100212,53.4,4.095734027638699,Among top gainers,501.7178571428572,7.388442303377033,516.4947417496113,486.9409725361031
2017-09-15,AXISBANK,EQ,519.75,517.95,520.0,511.0,517.6,516.15,515.5,8942804,4609975398.75,108474,5725644,64.03,-0.6926406926407003,Slight negative,502.11428571428576,8.023293697618419,518.1608731095226,486.06769831904893
2017-09-18,AXISBANK,EQ,516.15,518.65,526.0,518.3,523.1,524.55,522.57,7337260,3834197822.65,56198,4363189,59.47,1.6274338854983972,Positive,503.6107142857143,10.025566904581687,523.6618480948777,483.55958047655093
2017-09-19,AXISBANK,EQ,524.55,522.0,524.1,517.5,521.0,520.75,519.98,2386279,1240822006.3,33094,1107743,46.42,-0.7244304642074041,Slight negative,504.81428571428575,11.024612823681842,526.8635113616494,482.76506006692205
2017-09-20,AXISBANK,EQ,520.75,516.75,522.5,516.75,519.4,519.45,519.66,8297561,4311950124.2,51653,6736488,81.19,-0.249639942390778,Slight or No change,506.17857142857144,11.596629389043002,529.3718302066575,482.9853126504854
2017-09-21,AXISBANK,EQ,519.45,518.0,522.5,505.65,512.4,512.55,513.29,3103034,1592749393.2,43251,1369107,44.12,-1.3283280392723196,Negative,506.5357142857143,11.718467157758958,529.9726486012322,483.09877997019635
2017-09-22,AXISBANK,EQ,512.55,509.4,510.5,503.2,504.4,505.3,505.43,4546160,2297770794.5,65423,2827413,62.19,-1.4144961467173809,Negative,506.7892857142857,11.645124079852808,530.0795338739913,483.49903755458007
2017-09-25,AXISBANK,EQ,505.3,504.0,505.0,488.3,504.0,501.7,496.59,11921527,5920109110.7,102363,8836381,74.12,-0.7124480506629727,Slight negative,506.66785714285714,11.691953300369654,530.0517637435964,483.28395054211785
2017-09-26,AXISBANK,EQ,501.7,500.0,518.2,500.0,512.7,511.95,507.94,5292394,2688207977.55,72455,2990907,56.51,2.0430536176998304,Positive,508.03214285714284,11.052438073232556,530.137019003608,485.9272667106777
2017-09-27,AXISBANK,EQ,511.95,513.4,513.9,500.5,507.0,506.3,506.04,5300694,2682372210.85,58329,2416432,45.59,-1.1036234007227197,Negative,508.72499999999997,10.574347588531435,529.8736951770628,487.5763048229371
2017-09-28,AXISBANK,EQ,506.3,507.85,517.25,505.65,508.0,511.8,511.31,10408979,5322217145.95,105507,6887161,66.17,1.086312462966621,Positive,509.99642857142857,9.701773515222033,529.3999756018726,490.5928815409845
2017-09-29,AXISBANK,EQ,511.8,511.1,516.95,505.1,510.2,509.15,511.49,11578743,5922396013.4,89012,8627869,74.51,-0.5177803829620964,Slight negative,511.0857142857143,8.542325133201357,528.170364552117,494.00106401931157
2017-10-03,AXISBANK,EQ,509.15,514.0,517.0,504.1,506.9,509.65,511.85,10712537,5483230103.65,59749,8183856,76.4,0.0982028871648888,Slight or No change,512.025,7.4709372802988465,526.9668745605977,497.0831254394023
2017-10-04,AXISBANK,EQ,509.65,507.5,511.0,504.5,505.8,505.95,507.19,4792373,2430649792.35,63017,2514653,52.47,-0.7259884234278369,Slight negative,512.4999999999999,6.779011727383673,526.0580234547672,498.94197654523254
2017-10-05,AXISBANK,EQ,505.95,506.65,507.85,497.45,501.05,501.2,501.98,9349884,4693423731.25,112325,6174807,66.04,-0.9388279474256356,Slight negative,511.1749999999999,7.059983384160372,525.2949667683206,497.05503323167915
2017-10-06,AXISBANK,EQ,501.2,503.0,507.0,501.25,503.4,503.35,504.91,11343137,5727246623.8,63580,9106974,80.29,0.428970470869916,Slight or No change,510.26071428571424,7.193698593251909,524.648111472218,495.87331709921045
2017-10-09,AXISBANK,EQ,503.35,503.4,508.8,501.25,505.5,505.95,505.38,3942277,1992350381.2,63288,1993417,50.57,0.5165391874441205,Slight positive,508.9321428571428,5.964175329636305,520.8604935164154,497.0037921978702
2017-10-10,AXISBANK,EQ,505.95,507.5,515.7,504.1,513.65,514.55,509.72,4932758,2514334065.75,73085,2301672,46.66,1.6997727048127187,Positive,508.4892857142857,5.200450371452349,518.8901864571905,498.088384971381
2017-10-11,AXISBANK,EQ,514.55,519.9,523.3,509.4,514.7,515.75,518.14,6188165,3206324378.0,71755,2933725,47.41,0.2332134875133729,Slight or No change,508.22499999999997,4.66726530043237,517.5595306008647,498.8904693991352
2017-10-12,AXISBANK,EQ,515.75,516.3,525.95,512.8,524.75,525.1,519.37,4800917,2493445843.85,53300,2807381,58.48,1.8128938439166296,Positive,509.12142857142857,6.4330491121338245,521.9875267956962,496.2553303471609
2017-10-13,AXISBANK,EQ,525.1,524.25,534.65,522.5,527.75,529.45,530.35,6447797,3419595109.35,76257,2735525,42.43,0.8284136354980154,Slight positive,510.84642857142853,8.297276297439375,527.4409811663073,494.2518759765498
2017-10-16,AXISBANK,EQ,529.45,530.35,531.75,514.2,518.75,520.35,521.14,7148294,3725261803.45,79622,2890499,40.44,-1.7187647558787431,Negative,512.1785714285714,8.212554045852562,528.6036795202766,495.75346333686633
2017-10-17,AXISBANK,EQ,520.35,520.95,526.1,511.0,511.5,513.15,517.18,9443230,4883874202.25,96350,3516413,37.24,-1.383684058806578,Negative,512.2642857142857,8.216246302096147,528.696778318478,495.83179311009343
2017-10-18,AXISBANK,EQ,513.15,488.0,489.0,460.9,465.0,464.5,473.56,49308621,23350504585.45,405745,25180969,51.07,-9.480658676800148,Bear drop,509.2785714285714,15.187643184329529,539.6538577972304,478.9032850599124
2017-10-19,AXISBANK,EQ,464.5,463.9,465.0,458.0,458.3,460.3,461.9,3302209,1525299109.95,42306,1139040,34.49,-0.9041980624327262,Slight negative,505.59999999999997,20.003336260195876,545.6066725203917,465.5933274796082
2017-10-23,AXISBANK,EQ,460.3,458.65,461.05,447.5,449.8,449.95,452.07,21127981,9551319417.15,187667,13023865,61.64,-2.248533565066269,Negative,501.37142857142857,24.862272269798446,551.0959731110255,451.6468840318317
2017-10-24,AXISBANK,EQ,449.95,451.65,457.8,450.1,450.95,451.95,454.53,19327721,8785093469.4,161013,14578807,75.43,0.44449383264806297,Slight or No change,497.25,27.972321484474193,553.1946429689484,441.3053570310516
2017-10-25,AXISBANK,EQ,451.95,468.15,476.5,456.65,474.0,473.0,467.94,37624005,17605694643.15,327169,25515156,67.82,4.657594866688797,Among top gainers,494.8964285714286,28.563939506130765,552.0243075836902,437.76854955916707
2017-10-26,AXISBANK,EQ,473.0,472.0,487.85,471.5,484.25,484.3,480.85,24936306,11990646727.25,183488,15744352,63.14,2.389006342494726,Positive,493.68928571428575,28.63407181455907,550.9574293434039,436.4211420851676
2017-10-27,AXISBANK,EQ,484.3,485.0,491.4,481.65,487.25,485.95,486.31,7576778,3684672855.05,98174,4252919,56.13,0.34069791451578624,Slight or No change,492.44642857142856,28.560020902584295,549.5664703765972,435.32638676626
2017-10-30,AXISBANK,EQ,485.95,487.2,489.0,481.6,485.45,484.0,485.24,4815226,2336523958.3,84223,2534990,52.65,-0.4012758514250425,Slight or No change,490.87857142857143,28.363510647727377,547.6055927240262,434.1515501331167
2017-10-31,AXISBANK,EQ,484.0,495.0,529.0,493.3,525.25,523.15,515.75,39655956,20452710548.8,324716,16137257,40.69,8.0888429752066,Bull run,491.49285714285713,29.00156399723508,549.4959851373274,433.48972914838697
2017-11-01,AXISBANK,EQ,523.15,524.95,544.0,524.5,536.0,535.1,537.01,22542766,12105667478.1,208378,10435452,46.29,2.2842397018063787,Positive,492.875,30.660183086913957,554.1953661738279,431.5546338261721
2017-11-02,AXISBANK,EQ,535.1,534.0,538.0,526.3,536.65,532.15,530.37,7800191,4136987034.9,104091,3597790,46.12,-0.5512988226499815,Slight negative,493.3785714285714,31.281763637361365,555.942098703294,430.81504415384865
2017-11-03,AXISBANK,EQ,532.15,535.35,545.7,534.1,540.3,540.1,539.86,9303981,5022892791.15,122192,4881081,52.46,1.4939396786620485,Positive,494.1392857142857,32.338088869910806,558.8154634541073,429.46310797446404
2017-11-06,AXISBANK,EQ,540.1,539.05,541.55,530.75,535.3,534.5,535.14,8013536,4288361699.75,104935,4480176,55.91,-1.0368450286983966,Negative,495.15,33.42323006072744,561.9964601214549,428.3035398785451
2017-11-07,AXISBANK,EQ,534.5,535.5,539.4,523.0,526.8,527.15,527.9,9642624,5090372215.95,135116,7022379,72.83,-1.375116931711884,Negative,496.15,34.20353108176911,564.5570621635381,427.74293783646175
2017-11-08,AXISBANK,EQ,527.15,537.7,551.9,533.6,547.75,544.85,542.69,19642327,10659636530.75,213546,9273958,47.21,3.3576780802428323,Among top gainers,501.8892857142857,35.21065823435723,572.3106021830001,431.4679692455712
2017-11-09,AXISBANK,EQ,544.85,548.95,555.45,533.0,538.2,540.4,541.55,11290503,6114428145.65,118502,4716125,41.77,-0.8167385518950243,Slight negative,507.6107142857142,34.432091351458304,576.4748969886308,438.7465315827976
2017-11-10,AXISBANK,EQ,540.4,534.95,548.95,532.45,547.25,544.8,541.56,9869691,5345027869.9,83353,4958926,50.24,0.8142116950407008,Slight positive,514.3857142857142,31.412971528013454,577.2116573417411,451.5597712296873
2017-11-13,AXISBANK,EQ,544.8,557.0,564.55,534.05,535.0,537.35,550.78,21701958,11953023220.3,298101,11631613,53.6,-1.3674743024963187,Negative,520.4857142857143,26.218420041080876,572.922554367876,468.0488742035525
2017-11-14,AXISBANK,EQ,537.35,537.35,549.95,532.6,547.6,545.65,543.07,10644657,5780816827.15,128316,5250064,49.32,1.5446171024471766,Positive,525.675,23.10114674143325,571.8772934828664,479.4727065171335
2017-11-15,AXISBANK,EQ,545.65,546.5,551.4,537.1,543.5,542.0,544.93,7814066,4258118077.9,91591,3600813,46.08,-0.6689269678365249,Slight negative,529.7964285714286,20.10439546549381,570.0052195024161,489.58763764044096
2017-11-16,AXISBANK,EQ,542.0,544.0,548.5,541.2,542.95,542.6,544.88,5176117,2820356040.35,95239,2547345,49.21,0.11070110701107973,Slight or No change,533.8428571428572,15.851763516826963,565.5463841765111,502.13933010920323
2017-11-17,AXISBANK,EQ,542.6,550.0,557.4,540.55,542.25,542.4,547.73,4373503,2395482947.3,65331,1423407,32.55,-0.036859565057145716,Slight or No change,538.0142857142857,6.860826048365666,551.735937811017,524.2926336175544
2017-11-20,AXISBANK,EQ,542.4,542.25,547.5,536.75,545.0,545.15,542.92,3458524,1877711501.8,47575,1398668,40.44,0.5070058997050042,Slight positive,539.5857142857143,5.597541650356073,550.7807975864264,528.3906309850022
2017-11-21,AXISBANK,EQ,545.15,547.0,548.9,539.15,546.15,546.8,543.92,5770768,3138844187.7,84809,3596599,62.32,0.30266899018618343,Slight or No change,540.4214285714286,5.747699014043983,551.9168265995165,528.9260305433406
2017-11-22,AXISBANK,EQ,546.8,546.55,547.0,539.0,540.5,540.5,542.24,4536211,2459696076.65,40912,2746760,60.55,-1.1521580102413995,Negative,541.0178571428571,5.233604697707518,551.4850665382721,530.5506477474421
